pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount
-73.946332,40.784085,-73.952683,40.789617,1,5.0
-73.992627,40.753534,-73.958686,40.783733,2,10.5
-73.962698,40.763203,-74.00214,40.730377,1,11.7
-73.999937,40.720527,0.0,0.0,1,11.5
-73.98783,40.700575,-73.96452,40.763695,2,17.7
-73.960852,40.76101,-73.952448,40.766392,2,4.5
-73.989945,40.756523,-73.983286,40.747732,1,5.3
-73.989633,40.758533,-73.95461,40.787267,5,12.5
-73.985197,40.753367,-73.974367,40.75557,1,6.5
-74.0022964477539,40.739559173583984,-73.97870635986328,40.75299835205078,1,9.5
-73.96806335449219,40.80109024047852,-73.98094940185547,40.76409149169922,1,13.0
-74.006116,40.734302,-73.975512,40.755612,1,8.9
-73.982514,40.763754,-73.969663,40.786395,3,7.7
-74.015742,40.715275,-74.007272,40.705875,1,8.5
-73.985218,40.739852,-73.991352,40.748937,1,5.7
-73.984875,40.757097,-73.990015,40.75451,1,4.0
-73.984348,40.754753,-73.979432,40.772737,1,6.5
-73.973846,40.762055,-73.991986,40.690647,2,20.5
-73.974038,40.791996,-73.982144,40.775237,1,7.5
-73.992405,40.763763,-73.976795,40.785352,1,6.1
-73.982533,40.777224,-73.981759,40.767444,1,4.5
-73.973911,40.743941,-73.991386,40.748753,2,7.5
-73.981977,40.772638,-73.9772,40.779689,2,5.0
-73.970987,40.755717,-73.99045,40.75136,1,9.7
-73.990778,40.771552,-73.981312,40.782147,4,5.5
-73.992165,40.757542,-73.975833,40.783857,6,9.7
-73.925103,40.744038,-73.965353,40.75672,1,8.9
-73.987819,40.744019,-73.990693,40.755606,1,5.3
-73.974975,40.680703,-74.032411,40.613874,2,20.5
-73.786012,40.639558,-74.025006,40.638669,1,47.7
-73.989998,40.729455,-74.004743,40.730383,5,6.5
-74.00767517089844,40.73283386230469,-73.96316528320312,40.77678298950195,1,20.0
-73.937325,40.80447,-73.953355,40.791202,1,12.5
-73.968306,40.762531,-73.980883,40.769232,1,7.5
-73.980576,40.773216,-73.982567,40.764036,1,5.5
-73.976161,40.764121,-74.010897,40.701837,1,19.3
-73.960183,40.78142,-73.995023,40.750058,1,14.9
-73.932282,40.701592,-73.93327,40.699212,2,4.9
-73.952683,40.810877,-73.97407,40.763192,1,11.7
-73.980133,40.775525,-73.979993,40.753977,1,11.5
-73.990395,40.718171,-73.954386,40.707993,4,8.0
-73.97805,40.74886,-74.009302,40.715187,5,12.5
-74.01322174072266,40.70904541015625,-73.9664077758789,40.75711441040039,2,20.5
-73.990347,40.7463,-73.976727,40.776615,1,10.5
-74.00763702392578,40.74087905883789,-74.01228332519531,40.71527099609375,1,9.5
-73.957779,40.765482,-73.954084,40.766254,2,4.9
-73.985612,40.778461,-73.958855,40.780756,1,9.3
-73.99518,40.725305,-73.99206,40.734555,5,4.5
-74.016457,40.711582,-73.986653,40.762797,1,15.0
-73.988907,40.740577,-73.969745,40.758432,1,9.0
-73.994612,40.750026,-73.979541,40.764749,1,8.0
-74.00794219970702,40.738723754882805,-74.00362396240233,40.722503662109375,1,7.5
-73.984787,40.756122,-73.985253,40.763387,2,4.5
-73.962615,40.776532,-73.963525,40.769257,5,5.0
-73.996715,40.747412,-73.980577,40.78139,1,4.9
-74.002637,40.726703,-74.007512,40.73298,1,4.5
-73.98668670654298,40.72663116455078,-73.97547912597656,40.74111175537109,5,8.0
-73.977119,40.747053,-73.981397,40.778585,1,9.7
-73.948046,40.783496,-74.011187,40.701807,1,18.1
-73.989874,40.725757,-73.98765,40.759087,1,12.5
-74.008018,40.745862,-73.983328,40.744422,1,8.9
-73.98164367675781,40.74679183959961,-73.95329284667967,40.74150848388672,1,9.5
-74.006735,40.730902,-73.994495,40.745915,1,5.7
-73.9934,40.743198,-73.985184,40.731926,1,5.3
-73.973912,40.686067,-74.006013,40.739958,2,19.5
-73.952763,40.772265,-73.96994,40.763812,2,8.0
-73.979688,40.763648,-73.864796,40.770289,1,42.0
-73.997385,40.73347,-74.008814,40.738111,1,6.0
-73.983712,40.760215,-73.988542,40.693342,1,19.7
-73.955608,40.782757,-73.971149,40.761129,1,8.5
-74.005895,40.733722,-73.983348,40.752355,2,10.5
-73.982012,40.76903,-73.96384,40.773745,5,7.5
-73.960203,40.767455,-73.989683,40.73548,1,12.1
0.0,0.0,0.0,0.0,1,7.5
-73.964315,40.761372,-73.991833,40.749017,3,10.5
-73.979513,40.727613,-73.992045,40.734508,1,4.9
-73.973923,40.747023,-73.99167,40.731048,1,6.5
-73.9615,40.780365,-73.954153,40.780472,1,4.5
0.0,0.0,0.0,0.0,1,8.1
-73.973981,40.764319,-73.991782,40.765556,4,17.0
-73.992732,40.748162,-74.030829,40.623477,4,31.6
-73.879051,40.756307,-73.909262,40.852823,3,32.1
-73.920735,40.743257,-73.870453,40.773742,5,12.5
-73.958822,40.763744,-73.975153,40.778508,2,8.1
-73.953345,40.781857,-73.965545,40.782475,1,4.5
-73.992093,40.750055,-73.983158,40.74084,1,6.0
-73.95801,40.779355,-73.96398,40.770975,1,4.1
-74.01477,40.706645,-73.917127,40.770285,2,41.7
-73.969289,40.693143,-73.987968,40.724059,1,10.5
-73.974927,40.753772,-74.004477,40.732071,1,10.1
-73.965971,40.758689,-73.97846,40.744888,1,5.3
-73.98863983154298,40.74792098999024,-73.91228485107422,40.76715850830078,2,19.5
-73.986864,40.719609,-73.991163,40.75042,1,12.1
-73.956654,40.766828,-73.952812,40.779147,1,6.0
-73.955056,40.788384,-73.994802,40.750009,1,22.5
-73.96272,40.772288,-73.971022,40.766833,1,4.5
-73.953063,40.709845,-73.954068,40.696403,1,12.5
-73.996494,40.725756,-73.997837,40.756643,1,10.1
-73.986337,40.759206,-73.990904,40.770288,1,6.9
-73.98514,40.7635,-73.872438,40.77453,1,28.9
-73.982658,40.744965,-73.947469,40.764406,2,12.5
-73.873045,40.774164,-73.981065,40.75472,1,33.870000000000005
-73.974417,40.742612,-73.994237,40.735347,6,8.5
-73.983982,40.755589,-73.972189,40.763624,1,6.9
-73.981288,40.780738,-73.972148,40.791658,2,4.9
-74.000247,40.717688,-74.004875,40.736038,5,8.5
-73.988865,40.745923,-73.994224,40.751021,1,4.9
-74.001538,40.731063,-73.979746,40.722983,1,9.5
-73.970751,40.758362,-73.951531,40.793596,1,10.0
-73.977295,40.754173,-73.991243,40.750637,1,9.3
-73.994049,40.751217,-73.977774,40.75848,2,5.7
-73.994497,40.731597,-73.99167,40.727157,1,4.0
-74.00437,40.7433,-73.98076,40.76372,1,11.0
-73.989707,40.72964,-73.98343,40.75012,2,8.5
-73.950318,40.775488,-73.97472,40.75367,1,9.5
-73.9761,40.74468,-73.989825,40.723237,1,7.0
-73.971142,40.787833,-73.954835,40.777748,1,5.3
-73.977642,40.749687,-73.973878,40.755053,1,4.9
-73.971167,40.761328,-73.974792,40.752782,1,8.1
-73.978699,40.756598,-73.978502,40.73735,2,8.1
-73.994183,40.751138,-73.981263,40.758927,1,6.9
-73.991745,40.740058,-73.968478,40.76225,1,8.9
-73.95793914794923,40.769485473632805,-73.9647445678711,40.772560119628906,1,4.0
0.0,0.0,0.0,0.0,1,6.1
-73.977314,40.752158,-74.005943,40.743729,1,7.3
-73.993786,40.729454,-73.974124,40.758501,1,10.1
-73.986544,40.762522,-74.010597,40.717726,4,13.3
-73.974873,40.757812,-74.003332,40.732644,3,10.1
-73.981347,40.666798,-73.968147,40.679557,1,6.9
-73.986008,40.758735,-73.966433,40.691125,2,30.5
-73.982878,40.727802,-73.985466,40.731719,1,5.7
-73.98514,40.732635,-73.98898,40.670162,1,20.0
-73.964721,40.765015,-73.952625,40.768068,1,7.5
-74.003673,40.724927,-74.007275,40.72549,3,5.3
-73.980785,40.761325,-73.97806,40.743772,5,7.5
-73.999552,40.754366,-73.974434,40.75586,1,7.3
-73.991243,40.744552,-73.952062,40.772995,1,11.3
-73.97189,40.786897,-73.977982,40.77834,2,3.7
-73.997724,40.738251,-73.997724,40.738251,1,5.3
0.0,0.0,0.0,0.0,1,9.3
-74.008539,40.714476,-73.994665,40.74035,1,6.9
-73.978686,40.753243,-73.97307,40.765012,1,6.0
-73.99247,40.7493,-73.79021,40.646535,1,52.0
-73.978225,40.759768,-73.99376,40.733092,2,7.7
-73.995492,40.724857,-73.99388,40.735055,5,6.5
-73.998148,40.726292,-73.995228,40.739778,1,5.3
-73.989304,40.767962,-73.973457,40.790068,1,8.0
-74.001851,40.740705,-73.990488,40.746218,1,5.5
-73.985293,40.743435,-73.981715,40.740737,1,4.0
-73.977623,40.752985,-74.007464,40.743201,1,10.5
-73.981487,40.759127,-74.002667,40.760695,1,9.5
-74.00241,40.72164,-73.9851,40.7604,1,17.0
-73.95579,40.778649,-73.961451,40.771025,2,4.1
-73.988472,40.748675,-73.946337,40.777405,1,18.0
-73.97958,40.76117,-73.99125,40.73757,1,13.0
-73.98373,40.764516,-73.956701,40.744703,1,14.5
-74.008127,40.70498,-73.97388,40.747782,5,19.0
-73.98123168945312,40.755855560302734,-73.96563720703125,40.76294708251953,3,7.5
-73.958468,40.768945,-73.973561,40.757519,1,9.3
-73.97516,40.787763,-73.958697,40.783242,1,7.7
-73.986852,40.721017,-73.998658,40.763967,3,14.1
-73.994375,40.731455,-73.989195,40.721895,1,5.3
-73.946577,40.780816,-73.987102,40.750327,1,23.0
-73.945067,40.718385,-73.97674,40.686932,1,10.9
0.0,0.0,0.0,0.0,2,9.5
-73.982412,40.768275,-73.992305,40.742788,5,13.3
-74.008022,40.723427,-74.001268,40.737537,1,5.7
-73.999257,40.76122,-74.006202,40.743167,1,7.3
-73.996828,40.737197,-73.930648,40.848849,1,24.5
-74.005347,40.740102,-73.979355,40.754667,1,11.0
-73.969667,40.760563,-73.975293,40.752308,2,4.5
-73.994526,40.713354,-73.998538,40.722996,1,8.0
-73.983971,40.725559,-73.988745,40.718852,1,7.5
-73.96842193603516,40.761734008789055,-73.9737548828125,40.76292419433594,1,3.5
-73.9718246459961,40.79673767089844,-73.98297119140625,40.77692031860352,1,9.0
-74.010275,40.709515,-73.985755,40.744091,1,15.5
-73.897287,40.767252,-73.897237,40.770797,5,7.7
-73.957465,40.770031,-73.972907,40.761326,1,8.5
-73.959915,40.813717,-73.972467,40.786435,1,10.0
0.0,0.0,0.0,0.0,2,20.5
-73.99427795410156,40.73458480834961,-74.01651000976561,40.70697784423828,1,15.5
-73.95861053466798,40.7729377746582,-73.95257568359375,40.7895622253418,1,7.5
-73.98615,40.74948,-74.004853,40.709832,5,10.1
-74.007895,40.740412,-73.988577,40.73677,1,8.0
-75.335868546757,40.6485971696,-73.988645748769,40.758863192889,2,49.8
-73.98038,40.765922,-73.984563,40.761753,1,5.3
-73.971964,40.792116,-73.957268,40.779976,1,8.5
-73.990966796875,40.76081466674805,-73.97877502441406,40.752471923828125,1,6.5
-73.991657,40.74996,-73.977452,40.751202,5,5.7
-73.975507,40.757831,-73.955536,40.799602,1,10.1
-73.955758,40.785196,-73.988709,40.769184,1,11.7
-73.965419,40.762848,-73.98311,40.775669,1,7.3
-73.99866,40.760882,-73.996942,40.748942,2,9.0
-74.00091,40.744662,-74.008228,40.738783,1,4.1
-73.981027,40.720758,-74.00533,40.71836,1,8.5
-73.979075,40.777228,-73.961508,40.77948,1,8.5
-73.96393,40.7738,-73.97514,40.750058,1,8.1
-73.97586822509764,40.76570129394531,-73.96215057373048,40.77927780151367,2,7.5
-73.97048,40.756825,-73.971245,40.762684,1,13.5
-73.976623,40.788575,-73.983675,40.779677,1,5.5
-73.962258,40.778962,-73.996855,40.727022,1,12.5
-74.005382,40.72027,-73.978765,40.741175,1,11.5
-73.991507,40.749965,-73.973002,40.752922,1,11.0
-73.990985,40.685977,-73.991828,40.729403,1,14.9
-73.979578,40.739899,-73.963089,40.710382,1,13.0
-73.986484,40.751414,-73.975027,40.761786,1,6.1
-73.974087,40.763262,-73.985717,40.775434,1,8.5
-73.981755,40.770268,-74.008323,40.736995,1,11.7
-73.981742,40.78048,-73.982063,40.775477,5,4.1
-74.005228,40.736548,-74.003333,40.727221,1,5.3
-73.874525,40.773914,-73.980919,40.773495,1,37.33
-73.96736,40.752587,-73.97632,40.747542,1,8.0
-73.982053,40.72816,-73.94792,40.693288,1,13.3
-73.988714,40.748926,-73.848846,40.726768,1,26.4
-73.959637,40.76334,-73.963057,40.763332,1,3.5
-73.986395,40.732882,-73.995305,40.721952,6,7.0
-73.983735,40.765523,-73.947711,40.79082,1,14.1
-73.951212,40.700827,-73.957187,40.688893,2,5.3
-73.98793029785155,40.74396896362305,-73.98494720458984,40.76842498779297,1,10.0
-74.00871,40.719055,-74.006157,40.723372,1,4.9
-73.988672,40.73124,-74.005195,40.73466,1,4.9
0.0,0.0,0.0,0.0,1,6.1
-73.8661,40.77083,-73.97708,40.78007,1,36.83
-73.956325,40.77172,-73.912737,40.780174,1,14.6
-73.984462,40.742555,-73.975804,40.746452,1,5.5
-73.965163,40.762542,-73.984857,40.760438,1,8.1
-74.004942,40.705428,-74.00572,40.741072,5,13.3
-73.994693,40.750528,-73.977605,40.753648,5,6.1
-73.979923,40.775973,-73.991457,40.745108,1,7.7
-73.986803,40.75603,-73.983615,40.782877,1,7.8
-73.991592,40.723902,-73.975658,40.758795,1,10.1
-73.9757,40.7487,-73.9924,40.7491,3,8.9
-73.963718,40.771132,-73.958773,40.777879,1,3.7
-73.975394,40.755607,-73.970176,40.760935,1,5.0
-73.987045,40.755412,-73.987045,40.755412,1,6.9
-73.992952,40.742757,-73.978537,40.73718,1,5.0
-73.970603,40.7649,-73.974626,40.787587,2,10.0
-73.971835,40.759422,-73.96054,40.775717,1,6.5
-73.99513244628906,40.74972534179688,-73.98464965820312,40.75993728637695,1,7.0
-73.983535,40.762626,-73.789774,40.647005,2,49.57
-73.978277,40.752345,-73.987342,40.752195,6,6.0
-74.005493,40.740822,-74.006645,40.74414,1,3.7
-73.999947,40.745896,-73.991722,40.73866,4,5.0
-73.966434,40.770664,-73.985635,40.723003,1,16.5
-73.957178,40.76617,-73.959197,40.774344,1,5.0
-73.809485,40.690043,-74.016064,40.705056,2,49.8
-73.9742889404297,40.747169494628906,-73.85799407958984,40.70397186279297,1,29.54
-73.994703,40.74008,-73.972812,40.764218,1,9.7
-73.960928,40.818853,-73.943404,40.789204,2,10.9
-73.93325,40.744652,-73.885872,40.738167,1,10.9
-73.987174,40.733259,-73.982707,40.743504,1,5.0
-73.975133,40.748723,-73.958186,40.764766,1,7.5
-73.99303,40.755141,-74.000271,40.74794,2,5.0
-74.005597,40.726394,-73.979918,40.749221,2,8.5
-73.988205,40.755212,-73.993255,40.746954,1,4.1
-73.986034,40.759386,-73.973655,40.759044,1,8.1
-73.984526,40.742053,-73.991668,40.756016,1,6.9
-73.99266052246092,40.73114013671875,-73.99518585205078,40.74992370605469,1,17.0
40.723305,-74.007775,40.72535,-73.996807,1,5.0
-74.010161,40.720553,-73.987958,40.722635,2,9.5
-73.967822,40.762761,-73.956364,40.76452,1,5.0
-73.977095,40.744957,-73.982755,40.744322,1,3.7
-73.970835,40.754937,-73.991067,40.755665,2,7.7
-73.971143,40.75388,-73.790018,40.64338,2,57.33
-73.984352,40.75845,-74.009167,40.720022,2,10.9
-74.008502,40.720357,-73.972977,40.75014,1,13.0
-73.94813537597656,40.77436447143555,-73.99039459228516,40.75675582885742,2,25.0
-73.999163,40.739067,-73.992562,40.720885,1,9.7
-74.007687,40.724818,-73.978703,40.75055,1,11.7
-73.99802,40.755993,-73.999145,40.734244,1,10.0
-73.964775,40.801862,-73.979313,40.762778,1,11.3
-73.970047,40.752869,-74.017877,40.709523,1,15.7
-73.966299,40.756736,-73.983316,40.761508,1,5.7
-73.968813,40.798937,-74.007698,40.752067,1,15.0
-73.989563,40.719166,-74.008002,40.717185,1,8.5
-73.982631,40.769098,-73.963032,40.804037,1,8.9
-73.954667,40.773975,-73.949888,40.780537,2,4.5
-74.016613,40.706157,-74.015983,40.71766,1,4.9
-73.9583282470703,40.71343231201172,-73.96839141845702,40.75566864013672,1,18.5
-73.97951,40.760816,-73.941229,40.788416,1,11.7
-73.98441314697266,40.75949478149414,-73.78086853027344,40.64642333984375,1,57.54
-73.996924,40.720534,-73.989691,40.723203,1,6.1
-73.990848,40.738128,-73.959937,40.768383,1,10.1
-73.983285,40.771182,-73.967335,40.766835,6,6.1
-73.981215,40.675224,-74.17743,40.690686,1,64.7
-73.991337,40.750102,-73.91298,40.888947,1,30.7
-73.999952,40.73862,-73.986993,40.73969,2,4.5
-73.991149,40.732561,-73.987265,40.721964,2,7.5
-73.988073,40.740765,-73.992365,40.749172,1,4.5
-74.045138,40.783566,-74.045138,40.783566,1,8.1
-73.986117,40.743427,-73.991485,40.749105,5,5.5
-73.98583984375,40.76073455810546,-74.00313568115233,40.737525939941406,6,11.0
-73.986973,40.756601,-73.989182,40.757187,1,3.3
-74.0068,40.730418,-73.989353,40.730857,1,6.1
-73.988655,40.722576,-73.984458,40.728639,1,3.3
-73.965558,40.754495,-73.975857,40.754677,5,5.7
-73.989672,40.757918,-73.992063,40.725808,1,11.3
-73.923538,40.764258,-73.929217,40.753208,1,4.9
-73.973082,40.744336,-73.950512,40.775431,1,8.5
-73.786245,40.643195,-73.98549,40.71778,6,52.0
-73.988665,40.721082,-73.958117,40.733162,1,13.5
-73.951752,40.786267,-73.982347,40.763277,1,12.1
-73.968215,40.761477,-73.997637,40.741735,6,10.5
-73.968771,40.757893,-73.990613,40.724382,1,8.9
-73.985668,40.726955,-74.001888,40.743555,2,8.5
40.790652,-73.97451,40.783832,-73.980143,2,4.5
-74.009913,40.712853,-73.998835,40.685295,5,9.3
-73.988852,40.730917,-73.991234,40.735087,1,4.1
-73.995572,40.754827,-73.98734,40.736183,1,8.1
-73.996172,40.748595,-73.975138,40.718495,1,13.5
-73.98496,40.742477,-73.995927,40.759198,1,8.5
-73.92071,40.766607,-73.909918,40.7498,6,6.9
-74.04087,40.730118,-73.971672,40.775287,1,20.9
-73.978195,40.765298,-73.992895,40.742442,1,8.9
-73.972903,40.689657,-74.004572,40.720955,1,12.5
-73.953778,40.822105,-73.940198,40.763317,1,18.1
-74.01570129394531,40.710899353027344,-74.0002212524414,40.74853897094727,1,12.0
-73.972242,40.796562,-73.982125,40.78327,5,4.9
-73.789184,40.641832,-73.861593,40.768319,1,26.1
-73.786367,40.64087,-73.844895,40.723797,1,20.1
-73.953667,40.766737,-73.967437,40.768558,2,6.1
-73.961807,40.760153,-73.957575,40.772892,5,5.0
-73.996378,40.73298,-74.00148,40.737275,1,3.3
-73.97657775878906,40.76333618164063,-73.96986389160156,40.76100540161133,1,12.5
-73.96304,40.769404,-73.993894,40.743379,1,9.7
-73.964362,40.80759,-73.964055,40.799715,1,5.0
-74.007838,40.727607,-73.949681,40.773473,1,15.3
-73.967775,40.76281,-73.963552,40.77159,1,4.5
-73.97067260742188,40.75614929199219,-73.95015716552734,40.808082580566406,1,16.0
-73.979012,40.761692,-73.963407,40.77157,2,9.5
-73.98915,40.758068,-73.994745,40.750426,1,6.5
-73.963983,40.756855,-73.977688,40.755678,5,7.3
-74.014877,40.709517,-74.013842,40.702411,1,5.3
-73.964199,40.756424,-73.973864,40.782954,2,9.3
-73.98555755615233,40.74112701416016,-73.97808837890625,40.75071334838867,1,6.0
-73.9732894897461,40.74388885498047,-73.97833251953125,40.76237869262695,1,11.0
-73.874501,40.774067,-73.976217,40.790815,2,27.85
-73.973241,40.748086,-73.987931,40.734463,1,5.3
-73.976308,40.747977,-73.963093,40.692648,1,24.9
-74.002715,40.728747,-73.992007,40.74909,1,6.5
-73.980975,40.763517,-73.781852,40.648582,5,49.8
-73.97683,40.747547,-73.965927,40.760312,6,6.5
-73.980148,40.775674,-73.973061,40.795252,1,6.9
-73.970742,40.783374,-73.981365,40.771062,1,6.0
-73.970528,40.764612,-73.966425,40.7637,1,4.1
-73.97874,40.744965,-73.989812,40.775977,1,11.3
-73.985352,40.747247,-74.009075,40.710967,1,11.7
-73.98862,40.734781,-73.981044,40.742105,1,4.5
-73.9811,40.7734,-73.991,40.7499,2,9.3
-73.952175,40.777243,-73.963647,40.761305,1,6.5
-73.97518157958984,40.79011154174805,-73.97827911376953,40.77824020385742,1,6.5
-73.954545,40.70725,-73.943663,40.713142,1,6.5
-73.991205,40.755672,-73.982757,40.763772,2,5.7
-73.993703,40.734062,-73.982118,40.762042,1,10.9
-73.973887,40.784255,-73.9819,40.758995,2,7.5
-73.970384,40.796739,-73.962926,40.810914,2,4.9
-73.963116,40.762307,-73.98206,40.740006,1,7.5
-73.975015,40.741927,-73.988842,40.73505,1,6.1
-73.989314,40.723072,-74.006798,40.713499,2,8.9
-73.936524,40.798863,-73.944068,40.788211,1,5.0
-73.970377,40.779622,-73.953232,40.765107,1,7.7
-73.982069,40.731253,-74.005262,40.737206,1,8.5
-73.959497,40.774037,-73.97901,40.757345,1,12.9
-73.986,40.732738,-73.961559,40.709659,1,9.7
-73.98233795166014,40.77549743652344,-73.9891128540039,40.77706146240234,1,6.0
-74.00641632080078,40.721538543701165,-73.98609924316406,40.7724494934082,2,24.0
-73.995362,40.73936,-73.979402,40.75264,1,8.5
-73.95497131347656,40.76921081542969,-73.97511291503906,40.75751495361328,2,10.0
-73.995026,40.72046,-73.783899,40.643559,1,52.0
40.7332,-73.991337,40.722405,-73.98727,1,7.0
-73.997862,40.751173,-73.99686,40.747598,1,4.5
-73.995708,40.744187,-73.988742,40.728987,1,9.0
-73.956908,40.766388,-74.015683,40.71547,1,19.7
-73.995067,40.725102,-74.015757,40.710032,1,8.9
-73.984821,40.736514,-73.978207,40.74509,1,5.0
-73.994298,40.745882,-74.001171,40.740132,1,3.7
-74.005212,40.750442,-73.864675,40.770215,5,32.67
-73.967764,40.787625,-73.981033,40.781711,1,6.0
-74.015029,40.71141,-73.976486,40.762169,1,25.5
-73.994552,40.760705,-73.951185,40.743458,1,21.3
-73.97307,40.756145,-73.98934,40.724445,6,12.0
-73.97953,40.764782,-74.009173,40.70424,2,20.1
-73.963195,40.77783,-73.975553,40.75924,1,7.3
-73.983048,40.766503,-73.974657,40.752475,5,7.3
-73.981148,40.721019,-73.992206,40.725601,1,4.9
-73.981925,40.771004,-73.956433,40.781148,1,8.5
-73.97754,40.758535,-73.985997,40.758357,2,5.0
-73.982097,40.7728,-73.982957,40.764134,1,4.5
-73.986689,40.721455,-74.007404,40.715873,1,8.9
-73.978217,40.752455,-73.980187,40.764508,1,9.3
-73.863477,40.770171,-73.991953,40.731103,1,37.83
-73.978859,40.772388,-73.974643,40.761992,1,4.9
-73.962423,40.770145,-73.973168,40.758572,1,5.3
-73.998662,40.739912,-73.99323,40.740797,1,4.5
-73.985467,40.735797,-73.99278,40.751645,1,6.5
-73.96607,40.759653,-73.977773,40.733266,1,9.3
-73.99599,40.74367,-73.99266,40.7391,5,5.0
-73.990213,40.758953,-73.982954,40.77187,1,6.1
